model,path,offload_gb,concurrency,output_len,repeat,json_valid,completed,failed,status,error
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out64_run3.json,8,4,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out64_run4.json,8,4,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out64_run5.json,8,4,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out128_run1.json,8,8,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out128_run2.json,8,8,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out128_run3.json,8,8,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out128_run4.json,8,8,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out128_run5.json,8,8,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out32_run1.json,8,8,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out32_run2.json,8,8,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out32_run3.json,8,8,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out32_run4.json,8,8,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out32_run5.json,8,8,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out64_run1.json,8,8,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out64_run2.json,8,8,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out64_run3.json,8,8,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out64_run4.json,8,8,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc8_in256_out64_run5.json,8,8,64,5,True,20,0,OK,
